game,date,num_1,num_X,num_2,link
Pendikspor - Esenler Erokspor,2025-12-27T16:00:00Z,2.0,3.58,3.47,https://www.pinnacle.com/en/soccer/leagues/2578
Amed Sportif Faliyetler - Igdir Belediyespor,2025-12-28T16:00:00Z,1.93,3.69,3.56,https://www.pinnacle.com/en/soccer/leagues/2578
Erzurumspor - Corum Belediyespor,2025-12-28T13:00:00Z,2.27,3.27,3.13,https://www.pinnacle.com/en/soccer/leagues/2578
Sakaryaspor - Manisa FK,2025-12-26T17:00:00Z,2.16,3.82,2.92,https://www.pinnacle.com/en/soccer/leagues/2578
Keciorengucu - Umraniyespor,2025-12-28T10:30:00Z,1.31,5.02,8.61,https://www.pinnacle.com/en/soccer/leagues/2578
Sivasspor - Bandirmaspor,2025-12-27T10:30:00Z,2.23,3.36,3.13,https://www.pinnacle.com/en/soccer/leagues/2578
Sariyer - Bodrumspor,2025-12-27T10:30:00Z,3.45,3.42,2.06,https://www.pinnacle.com/en/soccer/leagues/2578
Serik Belediyespor - Boluspor,2025-12-28T10:30:00Z,6.66,4.66,1.41,https://www.pinnacle.com/en/soccer/leagues/2578
Vanspor - Hatayspor,2025-12-27T13:00:00Z,1.14,7.98,13.0,https://www.pinnacle.com/en/soccer/leagues/2578
Toulouse - Nice,2026-01-17T18:00:00Z,1.87,3.68,4.06,https://www.pinnacle.com/en/soccer/leagues/2036
Le Havre - Angers,2026-01-04T16:15:00Z,2.05,3.36,3.77,https://www.pinnacle.com/en/soccer/leagues/2036
Toulouse - Lens,2026-01-02T19:45:00Z,2.81,3.42,2.5,https://www.pinnacle.com/en/soccer/leagues/2036
Angers - Marseille,2026-01-17T20:05:00Z,5.5,4.15,1.58,https://www.pinnacle.com/en/soccer/leagues/2036
Lens - Auxerre,2026-01-17T16:00:00Z,1.47,4.28,7.0,https://www.pinnacle.com/en/soccer/leagues/2036
Paris Saint-Germain - Lille,2026-01-16T20:00:00Z,1.49,4.6,6.02,https://www.pinnacle.com/en/soccer/leagues/2036
Rennes - Le Havre,2026-01-18T16:15:00Z,1.62,4.04,5.21,https://www.pinnacle.com/en/soccer/leagues/2036
Brest - Auxerre,2026-01-04T16:15:00Z,1.95,3.25,4.31,https://www.pinnacle.com/en/soccer/leagues/2036
Lyon - Brest,2026-01-18T19:45:00Z,1.56,4.23,5.55,https://www.pinnacle.com/en/soccer/leagues/2036
Lorient - Metz,2026-01-04T16:15:00Z,1.75,3.86,4.49,https://www.pinnacle.com/en/soccer/leagues/2036
Nice - Strasbourg,2026-01-03T18:00:00Z,2.84,3.49,2.44,https://www.pinnacle.com/en/soccer/leagues/2036
Monaco - Lyon,2026-01-03T16:00:00Z,1.93,4.0,3.54,https://www.pinnacle.com/en/soccer/leagues/2036
Lille - Rennes,2026-01-03T20:05:00Z,1.88,3.54,4.2,https://www.pinnacle.com/en/soccer/leagues/2036
Marseille - Nantes,2026-01-04T14:00:00Z,1.22,6.59,10.73,https://www.pinnacle.com/en/soccer/leagues/2036
Strasbourg - Metz,2026-01-18T14:00:00Z,1.48,4.66,5.96,https://www.pinnacle.com/en/soccer/leagues/2036
Nantes - Paris FC,2026-01-18T16:15:00Z,3.61,3.31,2.12,https://www.pinnacle.com/en/soccer/leagues/2036
Paris Saint-Germain - Paris FC,2026-01-04T19:45:00Z,1.22,5.84,13.7,https://www.pinnacle.com/en/soccer/leagues/2036
Monaco - Lorient,2026-01-16T18:00:00Z,1.67,4.2,4.6,https://www.pinnacle.com/en/soccer/leagues/2036
NEC Nijmegen - FC Utrecht,2026-01-09T19:00:00Z,2.05,3.81,3.33,https://www.pinnacle.com/en/soccer/leagues/1928
PSV - Excelsior,2026-01-10T19:00:00Z,1.13,10.46,13.32,https://www.pinnacle.com/en/soccer/leagues/1928
AZ Alkmaar - Volendam,2026-01-10T15:30:00Z,1.22,6.9,10.18,https://www.pinnacle.com/en/soccer/leagues/1928
Heerenveen - Feyenoord,2026-01-11T11:15:00Z,2.84,3.89,2.27,https://www.pinnacle.com/en/soccer/leagues/1928
Sparta Rotterdam - Heracles Almelo,2026-01-11T15:45:00Z,1.8,3.77,4.29,https://www.pinnacle.com/en/soccer/leagues/1928
Go Ahead Eagles - Fortuna Sittard,2026-01-11T13:30:00Z,2.08,3.77,3.28,https://www.pinnacle.com/en/soccer/leagues/1928
Telstar - Ajax,2026-01-11T13:30:00Z,3.68,3.87,1.92,https://www.pinnacle.com/en/soccer/leagues/1928
FC Twente - PEC Zwolle,2026-01-10T17:45:00Z,1.26,6.04,9.69,https://www.pinnacle.com/en/soccer/leagues/1928
Groningen - NAC Breda,2026-01-10T20:00:00Z,1.62,3.85,5.56,https://www.pinnacle.com/en/soccer/leagues/1928
Toyo University - Kibi University,2025-12-26T02:00:00Z,1.03,10.83,20.58,https://www.pinnacle.com/en/soccer/leagues/223691
Dundee - Falkirk,2025-12-27T15:00:00Z,3.06,3.24,2.42,https://www.pinnacle.com/en/soccer/leagues/2421
Aberdeen - Dundee United,2025-12-27T17:45:00Z,1.84,3.76,4.1,https://www.pinnacle.com/en/soccer/leagues/2421
Hibernian - Hearts,2025-12-27T12:30:00Z,2.93,3.31,2.46,https://www.pinnacle.com/en/soccer/leagues/2421
Rangers - Motherwell,2025-12-27T15:00:00Z,1.79,3.64,4.55,https://www.pinnacle.com/en/soccer/leagues/2421
St Mirren - Kilmarnock,2025-12-27T15:00:00Z,1.79,3.61,4.6,https://www.pinnacle.com/en/soccer/leagues/2421
Livingston - Celtic,2025-12-27T15:00:00Z,7.87,5.21,1.35,https://www.pinnacle.com/en/soccer/leagues/2421
Stockton Town - Hebburn Town,2025-12-26T13:00:00Z,2.31,3.4,2.68,https://www.pinnacle.com/en/soccer/leagues/11693
Persebaya Surabaya - Persijap Jepara,2025-12-28T08:30:00Z,1.85,3.72,3.85,https://www.pinnacle.com/en/soccer/leagues/199211
Bali United - Dewa United,2025-12-29T08:30:00Z,2.49,3.24,2.81,https://www.pinnacle.com/en/soccer/leagues/199211
Malut United - Borneo Samarinda,2025-12-28T06:30:00Z,2.55,3.24,2.75,https://www.pinnacle.com/en/soccer/leagues/199211
Persija Jakarta - Bhayangkara,2025-12-29T12:00:00Z,1.5,4.09,6.08,https://www.pinnacle.com/en/soccer/leagues/199211
PSIM Yogyakarta - PSBS Biak Numfor,2025-12-29T08:30:00Z,1.21,6.13,10.85,https://www.pinnacle.com/en/soccer/leagues/199211
Persib Bandung - PSM Makassar,2025-12-27T12:00:00Z,1.52,4.03,5.92,https://www.pinnacle.com/en/soccer/leagues/199211
Madura United - Semen Padang,2025-12-28T12:00:00Z,2.14,3.18,3.51,https://www.pinnacle.com/en/soccer/leagues/199211
Persik Kediri - Persis Solo,2025-12-27T08:30:00Z,1.81,3.54,4.23,https://www.pinnacle.com/en/soccer/leagues/199211
Arema FC - Persita Tangerang,2025-12-30T08:30:00Z,2.03,3.31,3.68,https://www.pinnacle.com/en/soccer/leagues/199211
Morocco - Mali,2025-12-26T20:00:00Z,1.51,3.85,7.06,https://www.pinnacle.com/en/soccer/leagues/1718
Egypt - South Africa,2025-12-26T15:00:00Z,1.93,3.04,4.76,https://www.pinnacle.com/en/soccer/leagues/1718
Nigeria - Tunisia,2025-12-27T20:00:00Z,2.47,2.83,3.37,https://www.pinnacle.com/en/soccer/leagues/1718
Benin - Botswana,2025-12-27T12:30:00Z,1.68,3.39,5.79,https://www.pinnacle.com/en/soccer/leagues/1718
Uganda - Tanzania,2025-12-27T17:30:00Z,2.53,2.95,3.11,https://www.pinnacle.com/en/soccer/leagues/1718
Zambia - Comoros,2025-12-26T17:30:00Z,2.11,3.03,3.96,https://www.pinnacle.com/en/soccer/leagues/1718
Angola - Zimbabwe,2025-12-26T12:30:00Z,1.81,3.37,5.08,https://www.pinnacle.com/en/soccer/leagues/1718
Senegal - DR Congo,2025-12-27T15:00:00Z,1.77,3.09,5.86,https://www.pinnacle.com/en/soccer/leagues/1718
The New Saints - Bala Town,2025-12-26T14:30:00Z,1.07,11.84,21.13,https://www.pinnacle.com/en/soccer/leagues/2678
Haverfordwest County - Llanelli Town,2025-12-26T14:30:00Z,1.27,5.45,9.12,https://www.pinnacle.com/en/soccer/leagues/2678
Caernarfon Town - Colwyn Bay,2025-12-27T14:30:00Z,1.81,3.82,3.76,https://www.pinnacle.com/en/soccer/leagues/2678
Flint Town United - Connahs Quay Nomads,2025-12-26T14:30:00Z,4.46,4.13,1.63,https://www.pinnacle.com/en/soccer/leagues/2678
Penybont - Briton Ferry Llansawel,2025-12-26T14:30:00Z,1.31,5.37,7.83,https://www.pinnacle.com/en/soccer/leagues/2678
Monterrey - Deportivo Toluca,2026-01-11T03:00:00Z,1.69,3.66,4.05,https://www.pinnacle.com/en/soccer/leagues/2242
Santos Laguna - Necaxa,2026-01-11T01:00:00Z,3.94,4.04,1.81,https://www.pinnacle.com/en/soccer/leagues/2242
Club Tijuana - Club America,2026-01-10T03:00:00Z,3.9,3.8,1.88,https://www.pinnacle.com/en/soccer/leagues/2242
Mazatlan - FC Juarez,2026-01-10T03:00:00Z,2.97,3.28,2.45,https://www.pinnacle.com/en/soccer/leagues/2242
Atlas - Puebla,2026-01-10T03:00:00Z,2.25,3.42,3.19,https://www.pinnacle.com/en/soccer/leagues/2242
Chivas Guadalajara - Pachuca,2026-01-10T23:00:00Z,1.87,3.57,4.2,https://www.pinnacle.com/en/soccer/leagues/2242
Club Leon - Cruz Azul,2026-01-11T01:00:00Z,4.52,3.9,1.74,https://www.pinnacle.com/en/soccer/leagues/2242
Atletico San Luis - Tigres UANL,2026-01-12T01:00:00Z,3.98,3.57,1.92,https://www.pinnacle.com/en/soccer/leagues/2242
Pumas UNAM - Queretaro,2026-01-11T18:00:00Z,1.46,4.37,6.94,https://www.pinnacle.com/en/soccer/leagues/2242
Mallorca - Girona,2026-01-04T17:30:00Z,2.3,3.21,3.3,https://www.pinnacle.com/en/soccer/leagues/2196
Sevilla - Levante,2026-01-04T13:00:00Z,1.81,3.59,4.47,https://www.pinnacle.com/en/soccer/leagues/2196
Real Madrid - Real Betis,2026-01-04T15:15:00Z,1.36,5.42,7.31,https://www.pinnacle.com/en/soccer/leagues/2196
Real Sociedad - Atletico Madrid,2026-01-04T20:00:00Z,3.52,3.56,2.06,https://www.pinnacle.com/en/soccer/leagues/2196
Levante - Espanyol,2026-01-11T15:15:00Z,2.96,3.39,2.4,https://www.pinnacle.com/en/soccer/leagues/2196
Espanyol - Barcelona,2026-01-03T20:00:00Z,4.22,5.03,1.61,https://www.pinnacle.com/en/soccer/leagues/2196
Villarreal - Alaves,2026-01-10T15:15:00Z,1.59,3.85,6.04,https://www.pinnacle.com/en/soccer/leagues/2196
Rayo Vallecano - Mallorca,2026-01-11T13:00:00Z,1.76,3.46,5.12,https://www.pinnacle.com/en/soccer/leagues/2196
Alaves - Real Oviedo,2026-01-04T17:30:00Z,1.85,3.13,5.22,https://www.pinnacle.com/en/soccer/leagues/2196
Elche - Villarreal,2026-01-03T17:30:00Z,3.36,3.49,2.14,https://www.pinnacle.com/en/soccer/leagues/2196
Rayo Vallecano - Getafe,2026-01-02T20:00:00Z,2.12,3.1,3.91,https://www.pinnacle.com/en/soccer/leagues/2196
Athletic Bilbao - Real Madrid,2026-01-11T18:00:00Z,3.84,3.76,1.9,https://www.pinnacle.com/en/soccer/leagues/2196
Celta Vigo - Valencia,2026-01-03T13:00:00Z,1.86,3.64,4.14,https://www.pinnacle.com/en/soccer/leagues/2196
Sevilla - Celta Vigo,2026-01-12T20:00:00Z,2.55,3.34,2.8,https://www.pinnacle.com/en/soccer/leagues/2196
Girona - Osasuna,2026-01-10T17:30:00Z,2.48,3.18,3.02,https://www.pinnacle.com/en/soccer/leagues/2196
Getafe - Real Sociedad,2026-01-09T20:00:00Z,3.0,2.8,2.78,https://www.pinnacle.com/en/soccer/leagues/2196
Valencia - Elche,2026-01-10T20:00:00Z,2.18,3.15,3.63,https://www.pinnacle.com/en/soccer/leagues/2196
Osasuna - Athletic Bilbao,2026-01-03T15:15:00Z,3.16,2.83,2.63,https://www.pinnacle.com/en/soccer/leagues/2196
Real Oviedo - Real Betis,2026-01-10T13:00:00Z,3.88,3.53,1.96,https://www.pinnacle.com/en/soccer/leagues/2196
Barcelona - Atletico Madrid,2026-01-11T18:00:00Z,1.6,4.57,4.77,https://www.pinnacle.com/en/soccer/leagues/2196
Arbroath - Airdrieonians,2025-12-27T15:00:00Z,1.82,3.51,4.24,https://www.pinnacle.com/en/soccer/leagues/2417
Queens Park - Partick Thistle,2025-12-27T15:00:00Z,5.79,3.95,1.54,https://www.pinnacle.com/en/soccer/leagues/2417
Raith Rovers - Dunfermline Athletic,2025-12-27T15:00:00Z,2.09,3.15,3.7,https://www.pinnacle.com/en/soccer/leagues/2417
Greenock Morton - Ayr United,2025-12-27T15:00:00Z,2.98,3.19,2.4,https://www.pinnacle.com/en/soccer/leagues/2417
Ross County - St Johnstone,2025-12-27T15:00:00Z,4.91,3.85,1.64,https://www.pinnacle.com/en/soccer/leagues/2417
Al Muharraq - Al-Najma,2025-12-28T16:00:00Z,1.27,5.41,9.1,https://www.pinnacle.com/en/soccer/leagues/1797
Al-Khaldiya - Al Budaiya,2025-12-28T16:00:00Z,1.43,4.42,6.37,https://www.pinnacle.com/en/soccer/leagues/1797
Al Shabab Manama - Al Riffa,2025-12-27T13:20:00Z,8.88,4.27,1.36,https://www.pinnacle.com/en/soccer/leagues/1797
A'Ali - Al Hidd,2025-12-26T16:00:00Z,2.69,3.27,2.46,https://www.pinnacle.com/en/soccer/leagues/1797
Al-Ahli Manama - Sitra Club,2025-12-28T16:00:00Z,2.75,3.07,2.53,https://www.pinnacle.com/en/soccer/leagues/1797
Malkiya Club - Bahrain SC,2025-12-26T13:20:00Z,1.75,3.62,4.2,https://www.pinnacle.com/en/soccer/leagues/1797
Esteghlal Khuzestan - Zob Ahan,2025-12-25T14:00:00Z,3.69,2.36,2.43,https://www.pinnacle.com/en/soccer/leagues/2118
Aluminium Arak - Malavan,2025-12-25T14:00:00Z,3.09,2.23,3.0,https://www.pinnacle.com/en/soccer/leagues/2118
Al-Rustaq - Sohar Club,2025-12-26T15:45:00Z,2.36,2.83,2.94,https://www.pinnacle.com/en/soccer/leagues/2352
Muscat - Saham,2025-12-26T12:45:00Z,3.46,2.78,2.13,https://www.pinnacle.com/en/soccer/leagues/2352
Ruthin Town - Denbigh Town,2025-12-26T14:00:00Z,3.66,4.13,1.71,https://www.pinnacle.com/en/soccer/leagues/214556
Pontypridd Town - Aberystwyth Town,2025-12-26T14:00:00Z,2.22,3.44,2.79,https://www.pinnacle.com/en/soccer/leagues/214556
Trefelin BGC - Caerau Ely,2025-12-26T14:00:00Z,2.01,3.61,3.08,https://www.pinnacle.com/en/soccer/leagues/214556
Llandudno - Buckley Town,2025-12-26T14:00:00Z,1.16,7.12,10.28,https://www.pinnacle.com/en/soccer/leagues/214556
Carmarthen Town - Ammanford,2025-12-26T14:00:00Z,2.52,3.43,2.44,https://www.pinnacle.com/en/soccer/leagues/214556
Mold Alexandra - Caersws,2025-12-26T14:00:00Z,1.93,3.71,3.2,https://www.pinnacle.com/en/soccer/leagues/214556
Baglan Dragons - Afan Lido,2025-12-26T14:00:00Z,1.53,4.09,4.93,https://www.pinnacle.com/en/soccer/leagues/214556
Cardiff Draconians - Llantwit Major,2025-12-26T12:00:00Z,2.12,3.42,2.98,https://www.pinnacle.com/en/soccer/leagues/214556
Holyhead Hotspur - CPD Y Rhyl 1879,2025-12-26T14:00:00Z,2.54,3.73,2.29,https://www.pinnacle.com/en/soccer/leagues/214556
Eastleigh - Woking,2025-12-26T15:00:00Z,2.5,3.28,2.78,https://www.pinnacle.com/en/soccer/leagues/1978
Truro City - Yeovil Town,2025-12-26T15:00:00Z,2.27,3.33,3.07,https://www.pinnacle.com/en/soccer/leagues/1978
Morecambe - Rochdale,2025-12-26T15:00:00Z,6.13,4.77,1.42,https://www.pinnacle.com/en/soccer/leagues/1978
Solihull Moors - Tamworth,2025-12-26T15:00:00Z,2.14,3.59,3.12,https://www.pinnacle.com/en/soccer/leagues/1978
Wealdstone - Boreham Wood,2025-12-26T15:00:00Z,4.21,3.89,1.74,https://www.pinnacle.com/en/soccer/leagues/1978
Brackley Town - Forest Green Rovers,2025-12-26T15:00:00Z,4.9,3.92,1.63,https://www.pinnacle.com/en/soccer/leagues/1978
Braintree Town - Southend United,2025-12-26T15:00:00Z,4.73,3.83,1.67,https://www.pinnacle.com/en/soccer/leagues/1978
York City - Boston United,2025-12-26T15:00:00Z,1.23,6.37,9.27,https://www.pinnacle.com/en/soccer/leagues/1978
Gateshead - Carlisle United,2025-12-26T15:00:00Z,5.74,4.66,1.46,https://www.pinnacle.com/en/soccer/leagues/1978
Sutton United - Aldershot Town,2025-12-26T15:00:00Z,1.94,3.96,3.33,https://www.pinnacle.com/en/soccer/leagues/1978
Halifax Town - Altrincham,2025-12-26T15:00:00Z,2.15,3.38,3.27,https://www.pinnacle.com/en/soccer/leagues/1978
Hartlepool United - Scunthorpe United,2025-12-26T15:00:00Z,2.2,3.68,2.94,https://www.pinnacle.com/en/soccer/leagues/1978
SC Ramla - Shikhun HaMizrah,2025-12-25T17:00:00Z,2.18,3.45,2.71,https://www.pinnacle.com/en/soccer/leagues/198331
Hapoel Yafia - Beitar Haifa,2025-12-25T17:20:00Z,12.28,11.26,1.06,https://www.pinnacle.com/en/soccer/leagues/198331
Arad FC - Hapoel Yeruham,2025-12-25T18:45:00Z,1.83,3.57,3.34,https://www.pinnacle.com/en/soccer/leagues/198331
Beitar Ironi Kiryat Gat - Ihud Tzeirey Abu Gosh,2025-12-25T18:30:00Z,2.61,3.26,2.2,https://www.pinnacle.com/en/soccer/leagues/198331
Beitar Kfar Saba Shlomi - Hapoel Lod,2025-12-25T17:30:00Z,4.19,4.1,1.55,https://www.pinnacle.com/en/soccer/leagues/198331
Wales - Bosnia and Herzegovina,2026-03-26T19:45:00Z,1.87,3.27,4.48,https://www.pinnacle.com/en/soccer/leagues/2015
Denmark - North Macedonia,2026-03-26T19:45:00Z,1.3,5.07,9.92,https://www.pinnacle.com/en/soccer/leagues/2015
Poland - Albania,2026-03-26T19:45:00Z,1.62,3.61,5.74,https://www.pinnacle.com/en/soccer/leagues/2015
Slovakia - Kosovo,2026-03-26T19:45:00Z,1.88,3.4,4.2,https://www.pinnacle.com/en/soccer/leagues/2015
Turkiye - Romania,2026-03-26T17:00:00Z,1.54,4.36,5.28,https://www.pinnacle.com/en/soccer/leagues/2015
Czechia - Ireland,2026-03-26T19:45:00Z,1.92,3.35,4.12,https://www.pinnacle.com/en/soccer/leagues/2015
Italy - Northern Ireland,2026-03-26T19:45:00Z,1.31,4.73,10.42,https://www.pinnacle.com/en/soccer/leagues/2015
Ukraine - Sweden,2026-03-26T19:45:00Z,2.73,3.2,2.63,https://www.pinnacle.com/en/soccer/leagues/2015
Portadown - Glenavon,2025-12-26T15:00:00Z,1.85,3.71,3.82,https://www.pinnacle.com/en/soccer/leagues/2259
Cliftonville - Crusaders,2025-12-26T15:00:00Z,1.53,4.28,5.32,https://www.pinnacle.com/en/soccer/leagues/2259
Dungannon Swifts - Bangor,2025-12-26T15:00:00Z,1.65,4.07,4.54,https://www.pinnacle.com/en/soccer/leagues/2259
Linfield - Glentoran,2025-12-26T15:00:00Z,1.91,3.42,3.94,https://www.pinnacle.com/en/soccer/leagues/2259
Ballymena United - Coleraine,2025-12-26T15:00:00Z,5.73,4.58,1.47,https://www.pinnacle.com/en/soccer/leagues/2259
Carrick Rangers - Larne,2025-12-26T15:00:00Z,4.16,3.65,1.8,https://www.pinnacle.com/en/soccer/leagues/2259
Al-Zulfi - Al-Orobah,2025-12-26T12:20:00Z,2.4,3.51,2.66,https://www.pinnacle.com/en/soccer/leagues/10600
Al-Raed - Al Draih,2025-12-26T12:20:00Z,2.9,3.18,2.39,https://www.pinnacle.com/en/soccer/leagues/10600
Al-Faisaly - Jeddah Club,2025-12-26T14:55:00Z,1.63,3.53,5.47,https://www.pinnacle.com/en/soccer/leagues/10600
Al-Wehda - Al Jubail,2025-12-25T15:25:00Z,1.3,5.24,9.6,https://www.pinnacle.com/en/soccer/leagues/10600
Al-Jandal - Al-Adalah,2025-12-25T15:05:00Z,2.53,2.84,3.16,https://www.pinnacle.com/en/soccer/leagues/10600
Abha Club - Al-Tai,2025-12-26T12:40:00Z,1.85,3.43,4.01,https://www.pinnacle.com/en/soccer/leagues/10600
Palermo - Padova,2025-12-27T16:15:00Z,1.51,4.14,6.6,https://www.pinnacle.com/en/soccer/leagues/2438
Spezia - Pescara,2025-12-27T11:30:00Z,1.75,3.79,4.57,https://www.pinnacle.com/en/soccer/leagues/2438
Catanzaro - Cesena,2025-12-27T14:00:00Z,2.65,2.84,3.13,https://www.pinnacle.com/en/soccer/leagues/2438
Sampdoria - Reggiana,2025-12-27T14:00:00Z,1.98,3.33,4.05,https://www.pinnacle.com/en/soccer/leagues/2438
Venezia - Virtus Entella,2025-12-27T14:00:00Z,1.46,4.4,6.88,https://www.pinnacle.com/en/soccer/leagues/2438
Juve Stabia - Sudtirol,2025-12-27T14:00:00Z,2.18,3.03,3.83,https://www.pinnacle.com/en/soccer/leagues/2438
Modena - Monza,2025-12-26T16:15:00Z,2.35,2.99,3.45,https://www.pinnacle.com/en/soccer/leagues/2438
Bari - Avellino,2025-12-27T18:30:00Z,2.33,3.09,3.37,https://www.pinnacle.com/en/soccer/leagues/2438
Carrarese - Mantova,2025-12-27T14:00:00Z,2.22,3.11,3.58,https://www.pinnacle.com/en/soccer/leagues/2438
Empoli - Frosinone,2025-12-27T14:00:00Z,2.63,3.04,2.93,https://www.pinnacle.com/en/soccer/leagues/2438
Mainz 05 - Heidenheim,2026-01-13T19:30:00Z,1.7,3.66,5.13,https://www.pinnacle.com/en/soccer/leagues/1842
Stuttgart - Eintracht Frankfurt,2026-01-13T17:30:00Z,1.82,3.94,4.0,https://www.pinnacle.com/en/soccer/leagues/1842
Eintracht Frankfurt - Borussia Dortmund,2026-01-09T19:30:00Z,3.3,3.66,2.11,https://www.pinnacle.com/en/soccer/leagues/1842
Werder Bremen - Hoffenheim,2026-01-10T14:30:00Z,2.79,3.7,2.38,https://www.pinnacle.com/en/soccer/leagues/1842
St. Pauli - RB Leipzig,2026-01-10T14:30:00Z,3.89,3.65,1.92,https://www.pinnacle.com/en/soccer/leagues/1842
Borussia Monchengladbach - Augsburg,2026-01-11T14:30:00Z,1.98,3.67,3.66,https://www.pinnacle.com/en/soccer/leagues/1842
Freiburg - Hamburger SV,2026-01-10T14:30:00Z,1.79,3.49,4.77,https://www.pinnacle.com/en/soccer/leagues/1842
Bayern Munich - Wolfsburg,2026-01-11T16:30:00Z,1.14,9.81,13.21,https://www.pinnacle.com/en/soccer/leagues/1842
Borussia Dortmund - Werder Bremen,2026-01-13T19:30:00Z,1.3,5.92,8.2,https://www.pinnacle.com/en/soccer/leagues/1842
FC Koln - Bayern Munich,2026-01-14T19:30:00Z,8.03,6.23,1.28,https://www.pinnacle.com/en/soccer/leagues/1842
Heidenheim - FC Koln,2026-01-10T14:30:00Z,2.94,3.57,2.33,https://www.pinnacle.com/en/soccer/leagues/1842
